Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
Non dire notte;"Oz, Amos; Loewenthal, Elena";Feltrinelli;;Copertina flessibile;202;;;ita;9788807017155;;https://www.goodreads.com/book/show/22595846-non-dire-notte;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403897008l/22595846._SX98_.jpg;A Tel Kedar, una tranquilla cittadina israeliana nel deserto del Negev, abitano Noa e Theo. Dopo sette anni di felice convivenza, sono in una fase stagnante del loro rapporto. Theo, urbanista sessantenne di successo, appare sempre più introverso e sembra aver perso energia, voglia di fare e di mettersi in gioco. Noa, frenetica professoressa di lettere di quindici anni più giovane che insegna nella scuola locale, è sempre alla ricerca di nuovi traguardi e nuove sfide. In seguito alla morte di uno degli studenti di Noa, le viene affidato il compito di dare vita a un centro di riabilitazione per giovani tossicodipendenti. Aiutata da Muki, agente immobiliare, da Linda, una timida divorziata, e da Lumir, un pensionato, Noa si dedica al progetto con entusiasmo e idealismo, pronta a lottare contro l’opposizione di tutta la cittadina che teme che un simile centro possa portare droga e criminalità. Non vuole mostrare le sue debolezze e chiedere l’aiuto di Theo, e lui non vuole interferire se non è richiesto… Se per un verso la vicenda sembra mettere a dura prova la loro relazione, dall’altro dimostra lo struggente affetto, l’infinita tenerezza e il profondo amore che ancora li lega. La storia è narrata dai due protagonisti in prima persona, alternandosi di capitolo in capitolo, raccontando gli stessi episodi visti da occhi diversi, contrapponendo con forza le due personalità, descrivendo non solo le loro vite, ma anche quella di vari abitanti di Tel Kedar, vecchi e nuovi immigrati, persone colpite da tragedie immani, ma anche personaggi buffi, russi pieni di vitalità, giovani studenti dalle belle speranze. Non dire notte non è esplicitamente un romanzo politico: è un libro che esplora l’animo umano, che racconta la realtà quotidiana di una comunità lontana da Tel Aviv o Gerusalemme, protetta da filo spinato e guardie, che cerca di vivere una vita normale come qualsiasi altra cittadina del mondo.;;;Fiction;3.55;05/23/2026;;;;;;;;Sx5;
Non ti muovere;Mazzantini, Margaret;Arnoldo Mondadori;;Copertina rigida;295;;;ita;9788804489474;;https://www.goodreads.com/book/show/9581057-non-ti-muovere;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1296404119l/9581057._SX98_.jpg;Una giornata di pioggia, uno stop non rispettato, una ragazza di quindici anni che frena, scivola e cade dal motorino. Una corsa in ambulanza verso l'ospedale. Lo stesso in cui il padre lavora come chirurgo. Mentre un collega opera sua figlia, Timoteo rimane in immobile attesa. Nel terrore dell'evento estremo, racconta, getta la sua maschera di fermezza e cinismo, di padre e marito modello, per svelare un'immagine di sè straniata e violenta. Nella speranza di poter barattare le parole con il silenzio del coma, la morte con la vita, rivela, in un immaginario dialogo con la figlia, un doloroso segreto.;;;1001-books;3.82;05/23/2026;;;;;;;;Sx6;
Oltre l'inverno;"Allende, Isabel; Liverani, Elena";Feltrinelli;2017-11-09;Copertina flessibile;304;;;Italiano;9788807032622;;https://www.amazon.it/dp/8807032627?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51bskCiORHL._SL500_.jpg;Brooklyn, ai giorni nostri. Durante una tempesta di neve, Richard Bowmaster, professore universitario spigoloso e riservato, tampona la macchina di Evelyn Ortega, una giovane donna emigrata illegalmente dal Guatemala. Quello che sembra solo un banale incidente prende tutt’altra piega quando Evelyn si presenta a casa del professore per chiedere aiuto. Smarrito, Richard si rivolge alla vicina, che conosce a malapena, Lucía Maraz, una matura donna cilena con una vita complicata alle spalle. Lucía, Evelyn e Richard, tre persone molto diverse tra loro, si ritrovano coinvolte in un thriller dalle conseguenze imprevedibili. Tre destini che Isabel Allende incrocia per dare vita a un romanzo mozzafiato e molto attuale sull’emigrazione e l’identità americana, le seconde opportunità e la speranza che, oltre l’inverno, ci aspetti sempre un’invincibile estate.;;;Narrativa contemporanea;3.72;05/23/2026;;;;;;;;Sx5;
Ossessioni, fobie e paranoia. Ediz. integrale;"Freud, Sigmund; Balducci, Celso; Agozzino, Delia";Newton Compton Editori;2015-03-05;Copertina flessibile;238;;;Italiano;9788854174535;;https://www.amazon.it/dp/885417453X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/517SkPPtG0L._SL500_.jpg;Sono stati raccolti in questo volume alcuni tra i più significativi saggi che Freud ha dedicato, tra il 1849 e il 1915, alla comprensione di tre diffuse patologie nevrotiche e psicotiche. Inoltrandosi progressivamente in una sempre più matura e articolata spiegazione analitica, Freud ha inteso indagare la dinamica profonda dei processi patologici, giungendo a una chiara collocazione del fenomeno ossessivo sul piano clinico-nosologico e distinguendolo dalla nevrastenia e dalle pure fobie, come dalle più comuni nevrosi traumatiche. La sua ricerca, sostenuta da una ricca casistica, è diretta verso le motivazioni inconsce di tutti gli aspetti ossessivi del comportamento quotidiano.;;;Scienze, tecnologia e medicina;3.51;05/22/2026;;;;;;;;Sx6;
Paula;"Allende, Isabel; Guadalupi, Gianni";Feltrinelli;1997-03-03;Copertina flessibile;328;;;Italiano;9788807014802;;https://www.amazon.it/dp/8807014807?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41G6FU6f3hL._SL500_.jpg;Paula, nata nel 1963, è una ragazza felice, innamorata di suo marito, vive a Madrid, lavora. Una vita semplice, che non ha niente in comune con quella della madre Isabel. Improvvisamente Paula si ammala di una malattia rarissima, la porfiria: ha imboccato una strada di non-ritorno. Isabel lascia San Francisco, dove vive, per correre da lei. Mentre i medici studiano ogni cura per salvarla, Isabel prova con l'unico mezzo che ha a disposizione: usa la scrittura per distrarre la morte, la magia della parola per evocare e chiamare a raduno, attorno a Paula, tutti i componenti della numerosa e bizzarra famiglia perché, insieme ai ricordi, formino una catena umana che trattenga Paula alla vita. 'Paula' è l'autobiografia di Isabel Allende.;;;Biografico e autofiction;4.23;05/23/2026;;;;;;;;Sx5;
Per Paula. Lettere dal mondo;"Allende, Isabel; Raimondi, Valeria";Feltrinelli;2008-11-10;Copertina flessibile;96;;;Inglese;9788807814495;;https://www.amazon.it/dp/8807814498?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51M6xuN6ygL._SL500_.jpg;"Nel 1992 Isabel Allende subì la perdita della figlia Paula, morta dopo un lungo periodo di coma nel quale era caduta in seguito ad un attacco acuto di porfiria. In seguito a tale evento, la scrittrice pubblicò ""Paula"", lungo racconto epistolare in cui ripercorreva le tappe della vita della figlia. ""Paula"" ottenne un grande successo e Isabel Allende ricevette una grande quantità di lettere dai suoi lettori, lettere di sostegno, di condivisione di esperienze. Alcune fra le più belle lettere ricevute, la scrittrice le ha raccolte in questo volume.";;;Diari, lettere e giornali;3.78;05/23/2026;;;;;;;;Sx6;
Piccolo manuale per non farsi mettere i piedi in testa;"Berckhan, Barbara; Malimpensa, C.";Feltrinelli;2014-09-24;Copertina flessibile;176;;;Italiano;9788807885518;;https://www.amazon.it/dp/8807885514?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41YFg0XHEzL._SL500_.jpg;"“Avete il diritto di chiedere quello che desiderate, così come l’altro ha il diritto di rispondervi sì o no”
Sul lavoro o nella vita privata capita spesso di subire prevaricazioni: in tal caso non serve a molto mettersi a sbraitare o rinchiudersi passivi e muti. Questo libro illustra i modi per riuscire a farsi rispettare, senza sopraffare gli altri e dimostrandosi sicuri di sé. Niente sgomitate o urla: far valere le proprie ragioni e non essere messi all’angolo è un’arte, e Barbara Berckhan ne è la maestra. Il suo metodo “dolce”, che prevede tuttavia una certa fermezza, permette di mostrarsi fieri, riuscire a dire di no, rimanere coerenti con le proprie idee, non farsi ignorare, avanzare chiaramente le proprie richieste, trovare ascolto. Tutto questo condito con un pizzico di humor e senza forzare l’indole di ciascuno. Ogni capitolo infatti affronta una delle cinque tecniche suggerite e fornisce numerosi consigli su come metterla in pratica; ma si tratta di spunti, non di regole, che ognuno può riadattare al proprio stile personale con semplicità ed efficacia. Così facendo, il modo per farsi valere non risulterà artificioso o dettato dall’esterno, ma diventerà parte della personalità. Un vero coaching individuale per acquisire sicurezza ed esprimere se stessi e le proprie opinioni in modo efficace.";;;Famiglia, salute e benessere;3.46;05/23/2026;;;;;;;;Sx6;
Pomodori verdi fritti al caffè;Flagg, Fannie;Sonzogno;2000-01-01;Copertina flessibile;361;Whistle Stop, AL;;Italiano;9788845404917;;https://www.amazon.it/dp/8845404919?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51PEyBU+3KL._SL500_.jpg;Evelyn Couch, 48 anni, è infelice, delusa e insoddisfatta dal matrimonio e dalla vita in generale. Durante la visita alla suocera in un ospizio, incontra la signora Cleo Threadgoode ed ecco un mondo nuovo si spalanca ai suoi occhi: il caffè di Whistle Stop. Un mondo variopinto di diversi personaggi che la signora ha visto raccogliersi e alternarsi nel piccolo bar-ristorante aperto cinquant’anni prima nel profondo Sud degli Stati Uniti. Il caffè è condotto dalla dolce Ruth e la bisbetica Idgie, una coppia di donne fuggite dai loro uomini e decise a ricostruirsi una vita.;;;Narrativa di genere;4.27;05/22/2026;;;;;;;;Sx6;
PROTAGONISTI DELLA STORIA GIUSEPPE GARIBALDI;Scirocco, Alfonso;Corriere della Sera;2005;Copertina rigida;1;;;Italiano;;;https://www.amazon.it/dp/B005WW64ZG?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41j+5xwJ1fL._SL500_.jpg;;;;Gialli e Thriller;;05/23/2026;;;;;;;;Sx4;
Puerto libre;"Mastretta, Ángeles; Maneri, Gina";Giunti Editore;2000-06-14;Copertina flessibile;192;;;Italiano;9788809017580;;https://www.amazon.it/dp/8809017587?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51hXy18Po1L._SL500_.jpg;Spanish;;;Saggi;3.77;05/23/2026;;;;;;;;Sx5;
Quando eravamo i padroni del mondo. Roma: l'impero infinito;Cazzullo, Aldo;HarperCollins Italia;2023-09-26;Copertina flessibile;320;;;Italiano;9791259853103;;https://www.amazon.it/dp/B0C6LCSYSQ?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/416DbBf-haL._SL500_.jpg;"L’Impero romano non è mai caduto. Tutti gli imperi della storia si sono presentati come eredi degli antichi romani: l’Impero romano d’Oriente; il Sacro Romano Impero di Carlo Magno; Mosca, la terza Roma. E poi l’Impero napoleonico e quello britannico. I regimi fascista e nazista. L’impero americano e quello virtuale di Mark Zuckerberg, grande ammiratore di Augusto: il primo uomo a guidare una comunità multietnica di persone che non si conoscevano tra loro ma condividevano lingua, immagini, divinità, cultura. Roma vive. 
Attraverso un racconto pieno di dettagli e curiosità, alla portata del lettore colto ma anche di quello semplicemente curioso, Aldo Cazzullo ricostruisce il mito di Roma, partendo dai personaggi e dalle storie e arrivando alle idee e ai segni. A cominciare da quello che è stato il simbolo di tutti gli imperi del mondo, da Roma all’America: l’aquila.";;;Roma;3.59;05/23/2026;;;;;;;;Sx4;
Quel che c'è nel mio cuore;"Serrano, Marcela; Parolo, Michela Finassi";Feltrinelli;2003-02-10;Copertina flessibile;254;;;Italiano;9788807016110;;https://www.amazon.it/dp/8807016117?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41NTma5w8DL._SL500_.jpg;"Cuando Camila llega a Chiapas con el propósito de escribir un reportaje diferente sobre la revuelta zapatista para una revista norteamericana, no sospecha que la auténtica revolución tendrá lugar en su interior. A sus treinta y cuatro años, los zarpazos de la vida la han alcanzado de lleno, y se siente derrumbada por la muerte de su hijo, todavía bebé. Pero con la llegada a San Cristóbal de las Casas, la dura realidad que debe reflejar la lleva a sentirse viva de nuevo. 

Arrastrada por los dramáticos acontecimientos que se van sucediendo, e indecisa ante el renacimiento de la pasión amorosa, Camila se ve obligada a replantearse su vida, especialmente la relación con su madre, defensora de la democracia chilena, y con su marido, un periodista con quien abandonó Chile para vivir en Washington. Así, mientras descubre los claroscuros del México actual, Camila se debate entre la necesidad de reconciliarse con su pasado y el renovado impulso vital que la domina. 

";;;Narrativa contemporanea;3.61;05/23/2026;;;;;;;;Sx5;
Quell'anno a Madrid;"Chavarría, Daniel; Ossola, Sandro";Tropea;1997-01-01;Copertina flessibile;216;;;Italiano;9788843801633;;https://www.amazon.it/dp/8843801635?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51zRdTwhIHL._SL500_.jpg;`Aquel año en Madrid¿ es una novela inusual. Una mezcla de diferentes géneros. Es una novela de intriga, de amor, también nostálgica, testimonial y autobiográfica si se quiere. Es una novela y muchas novelas al mismo tiempo, pero también retazos de Historia reciente. La novela narra la historia de un joven de 19 años que a lo largo de toda su azarosa vida, no olvida la búsqueda apasionada de una mujer que dijo ser alguien y que actuó como alguien que no era, y que lo dejó marcado. Pero no es solo eso, como el mismo Daniel Chavarría “En esencia es un melodrama de amor. Pero ojo, no cualquier melodrama, ni cualquier amor…”.;;;Narrativa contemporanea;3.71;05/23/2026;;;;;;;;Sx5;
Ritratto in seppia;"Allende, Isabel; Liverani, Elena";Feltrinelli;2002-02-04;Copertina flessibile;267;Trilogía Involuntaria;;Italiano;9788807016011;;https://www.amazon.it/dp/880701601X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41qogOsUw4L._SL500_.jpg;"Figlia di tutti e di nessuno, Aurora del Valle cresce prima con i nonni materni, poi sotto la guida dell'anticonformista nonna paterna, Paulina del Valle, che le apre, quasi per caso, il mondo della fotografia. Con la passione della neofita, Aurora fissa al lampo di magnesio gruppi di famiglia, case, paesaggi, personaggi, finché non si rende conto di poter leggere attraverso questi ""ritratti in seppia"" non solo la realtà visibile ma anche le verità più riposte, i sentimenti più segreti. L'immersione nel passato segue quasi per istinto, automatica. Tutto viene a galla: nodi del sangue, passioni, avventure, intrecci, storie di famiglia e storie del mondo.
Con magnifica sapienza, Isabel Allende ci offre una straordinaria saga famigliare che fonde personaggi già apparsi in ""La figlia della fortuna"" e ""La casa degli spiriti"". ""Ritratto in seppia"" si rivela, insomma, come il secondo capitolo di una ideale trilogia, di un unico grande ininterrotto narrare che copre più di un secolo di storia.";;;Narrativa contemporanea;4.03;05/23/2026;;;;;;;;Sx5;
SPQR. Storia dell'antica Roma;"Beard, Mary; Piccato, Aldo";Mondadori;2017-11-21;Copertina flessibile;554;;;Italiano;9788804676973;;https://www.amazon.it/dp/8804676973?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51zQuXb1+xL._SL500_.jpg;"New York Times Bestseller • National Book Critics Circle Finalist • Wall Street Journal Best Books of 2015 • Kirkus Reviews Best Books of 2015 • Economist Books of the Year 2015 • New York Times Book Review 100 Notable Books of 2015

A sweeping, ""magisterial"" history of the Roman Empire from one of our foremost classicists shows why Rome remains ""relevant to people many centuries later"" (Atlantic).

In SPQR, an instant classic, Mary Beard narrates the history of Rome ""with passion and without technical jargon"" and demonstrates how ""a slightly shabby Iron Age village"" rose to become the ""undisputed hegemon of the Mediterranean"" (Wall Street Journal). Hailed by critics as animating ""the grand sweep and the intimate details that bring the distant past vividly to life"" (Economist) in a way that makes ""your hair stand on end"" (Christian Science Monitor) and spanning nearly a thousand years of history, this ""highly informative, highly readable"" (Dallas Morning News) work examines not just how we think of ancient Rome but challenges the comfortable historical perspectives that have existed for centuries. With its nuanced attention to class, democratic struggles, and the lives of entire groups of people omitted from the historical narrative for centuries, SPQR will to shape our view of Roman history for decades to come.";;;Roma;4.05;05/23/2026;;;;;;;;Sx4;
Strappami la vita;"Mastretta, Ángeles; Ossola, Sandro";Feltrinelli;2001-01-01;Copertina flessibile;224;;;Italiano;9788807810947;;https://www.amazon.it/dp/8807810948?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41ABAbvvRjL._SL500_.jpg;Nel Messico postrivoluzionario degli anni trenta e quaranta, la vita di una donna scorre al riparo delle pareti domestiche, e gli echi del mondo esterno, le lotte di potere, gli intrighi e la corsa alla ricchezza, strettamente pertinenti all'universo maschile, la toccano solo di riflesso. Così a Catalina, sposata giovanissima con un generale più anziano, un marito che va e viene, sempre più ricco, sempre più distante, non resta che svolgere con cura impeccabile e una buona dose di autoironia il compito di moglie, di madre di figli non suoi, di perfetta padrona di casa. Balli, feste, ricevimenti, ma anche cerimonie ufficiali, visite ad asili, ad ospedali. Ma le note prepotenti di un tango, il famoso Arráncame la vida (Strappami la vita) del musicista messicano Augustìn Lara, irrompono prepotenti e sensuali nell'esistenza sedata di Catalina. Strappami la vita, ma anche strappami dalla mia vita: ed è l'amore, l'amour-passion, travolgente e fatale, soprattutto per lo sventurato amante che verrà subito eliminato dall'inesorabile marito.;;;Narrativa contemporanea;4.11;05/23/2026;;;;;;;;Sx6;
Una stanza tutta per sé;"Woolf, Virginia; Bulgheroni, Marisa; Wilcock, Livio Bacchi; Wilcock, Juan Rodolfo";Feltrinelli;2013-06-05;Copertina flessibile;160;;;Italiano;9788807900600;;https://www.amazon.it/dp/8807900602?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/415bGRTMCKL._SL500_.jpg;Nell’ottobre del 1928 Virginia Woolf viene invitata a tenere due conferenze sul tema Le donne e il romanzo. È l’occasione per elaborare in maniera sistematica le sue molte riflessioni su universo femminile e creatività letteraria. Risultato è questo straordinario saggio, vero e proprio manifesto sulla condizione femminile dalle origini ai nostri giorni, che ripercorre il rapporto donna-scrittura dal punto di vista di una secolare esclusione attraverso la doppia lente del rigore storico e della passione per la letteratura. Come poteva una donna, si chiede la scrittrice inglese, dedicarsi alla letteratura se non possedeva “denaro e una stanza tutta per sé”? Si snoda così un percorso attraverso la letteratura degli ultimi secoli che, seguendo la simbolica giornata di una scrittrice del nostro tempo, si fa lucida e asciutta riflessione sulla femminilità. Un classico della scrittura e del pensiero.;;;Movimenti e periodi;4.22;05/23/2026;;;;;;;;Sx6;
UNIVERSALE - LE GARZANTINE - 3 VOLUMI;;;;Copertina flessibile;100;;;Italiano;;;https://www.amazon.it/dp/B00AI7VJGY?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/4180PaWotRL._SL500_.jpg;;;;Categorie;;05/23/2026;;;;;;;;Sx6;
Vergine giurata;Dones, Elvira;Feltrinelli;2009-02-13;Copertina flessibile;204;;;Italiano;9788807721144;;https://www.amazon.it/dp/8807721147?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41aExCBpi5L._SL500_.jpg;Hana abbandona gli studi universitari che, piena di curiosità e di entusiasmo, aveva da poco iniziato all'Università di Tirana per tornare a vivere sulle montagne del Nord dell'Albania, nella casa dello zio che l'ha cresciuta dopo la morte dei genitori e che adesso è vedovo e malato. Un atto d'amore e di gratitudine che assume i tratti di uno spaventoso olocausto di sé quando Hana, che si rifiuta di accettare il matrimonio combinato che permetterebbe allo zio di morire in pace ma che costringerebbe lei a rinunciare alla propria indipendenza, pensa che l'unico modo per risolvere i suoi problemi sia diventare una vergine giurata: una di quelle donne, cioè, che a un certo punto della propria vita decidono di farsi uomini e di rinnegare la propria femminilità. Lo zio è fiero di lei, l'onore della famiglia è salvo e lui è finalmente libero di arrendersi alla malattia che lo divora. Nella cupa solitudine delle montagne si abbrutisce e si imbruttisce per sopravvivere alla fatica, al freddo, allo sconforto, finché la cugina Lila, emigrata tanti anni prima negli Stati Uniti, non riesce a convincerla a infrangere il giuramento per raggiungerla a Washington. Qui Hana riesce con grande sforzo - grazie al sostegno della cugina e della sua famiglia, ma soprattutto alla propria tenacia - a trovare la consapevolezza di sé e del suo corpo mortificato, e ad accettare l'amore di un uomo che la aiuta ad appropriarsi di una femminilità rinnegata.;;;Narrativa contemporanea;3.65;05/23/2026;;;;;;;;Sx6;
Violeta;"Allende, Isabel; Liverani, Elena";Feltrinelli;2022-02-03;Copertina flessibile;368;;;Italiano;9788807034800;;https://www.amazon.it/dp/8807034808?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41zD7Vz5qBL._SL500_.jpg;"Violeta nasce in una notte tempestosa del 1920, prima femmina dopo cinque turbolenti maschi. Fin dal principio la sua vita è segnata da avvenimenti straordinari, con l’eco della Grande guerra ancora forte e il virus dell’influenza spagnola che sbarca sulle coste del Cile quasi nel momento esatto della sua nascita. Grazie alla previdenza del padre, la famiglia esce indenne da questa crisi solo per affrontarne un’altra quando la Grande depressione compromette l’elegante stile di vita urbano che Violeta aveva conosciuto fino ad allora. La sua famiglia perde tutto ed è costretta a ritirarsi in una regione remota del paese, selvaggia e bellissima. Lì la ragazza arriva alla maggiore età e conosce il suo primo pretendente... Violeta racconta in queste pagine la sua storia a Camilo in cui ricorda i devastanti tormenti amorosi, i tempi di povertà ma anche di ricchezza, i terribili lutti e le immense gioie. Sullo sfondo delle sue alterne fortune, un paese di cui solo col tempo Violeta impara a decifrare gli sconvolgimenti politici e sociali. Ed è anche grazie a questa consapevolezza che avviene la sua trasformazione con l’impegno nella lotta per i diritti delle donne. Una vita eccezionalmente ricca e lunga un secolo, che si apre e si chiude con una pandemia.

Raccontata attraverso gli occhi di una donna che vive un secolo di sconvolgimenti con passione, determinazione e senso dell’umorismo, Isabel Allende ci consegna ancora una volta una storia epica che esalta ed emoziona.";;;Narrativa contemporanea;4.03;05/23/2026;;;;;;;;Sx5;
Zorro. L'inizio della leggenda;"Allende, Isabel; Liverani, Elena";Feltrinelli;2005-05-16;Copertina flessibile;348;;;Italiano;9788807421112;;https://www.amazon.it/dp/8807421119?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51SRJVnYNxL._SL500_.jpg;"Figlio del latifondista spagnolo Alejandro de la Vega e di Toypurnia, una bellissima india che prima di innamorarsi del marito era stata una specie di ‟guerrillera” ante litteram, Diego eredita dal padre il senso dell'onore e dalla madre la volontà di difendere gli oppressi.
Legato da una fraterna e indissolubile amicizia a Bernardo, figlio della dama di compagnia della madre, trascorre un'infanzia serena. Alle soglie della giovinezza, accompagnato dal fedele amico Bernardo, viene mandato dal padre a studiare in Europa. Vengono accolti da Tomàs de Romeu, un vedovo illuminista, amico dei francesi bonapartisti che governano la Catalogna, che ha due giovani figlie, la bellissima Juliana e l'intrepida Isabel. Diego prende lezioni di scherma da Manuel Escalante che, oltre a essere un ottimo spadaccino, si rivelerà un membro del gruppo massonico ‟La Justicia” cui presto si affilierà anche de la Vega, con il ‟nome di battaglia” di Zorro (volpe in spagnolo). Intanto, Diego si innamora perdutamente di Juliana che, però, non lo ricambia e non ricambia nemmeno le attenzioni dell'altro pretendente, Rafael Moncada, destinato a divenire l'acerrimo nemico di Zorro. Diego non riesce a evitare che, con le sconfitte di Napoleone sul suolo iberico, Tomàs de Romeu venga imprigionato e fucilato, ma si fa carico delle ragazze e in seguito a uno scontro con Moncada è costretto a lasciare l'Europa. Dopo un seminaufragio a poche leghe dall'America, la nave viene assaltata dai pirati che prendono Diego e le ragazze come ostaggi. La situazione si ribalta quando Juliana s'innamora del corsaro che l'ha rapita e decide di rimanere con lui in Louisiana. Con il cuore spezzato, Diego torna in California e scopre che la regione è finita sotto il governo di Moncada, recatosi in America per ritrovare Juliana. Il suo primo atto giuridico è la confisca dei beni di Alejandro de la Vega e la sua incarcerazione. Nei panni di Zorro, e grazie al prezioso aiuto di Isabel e Bernardo, Diego riesce a liberare il padre e a cacciare Moncada dalla California.";;;Azione e avventura;3.80;05/23/2026;;;;;;;;Sx5;
1984;"Orwell, George; Manferlotti, Stefano";Mondadori;2016-06-21;Copertina flessibile;323;;;ita;9788804668237;;https://www.goodreads.com/book/show/30812729-1984;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467220369l/30812729._SX98_.jpg;"La guerra è pace. La libertà è schiavitù. L'ignoranza è forza

1984. Il mondo è diviso in tre superstati in guerra fra loro: Oceania, Eurasia ed Estasia. L'Oceania, la cui capitale è Londra, è governata dal Grande Fratello, che tutto vede e tutto sa. I suoi occhi sono le telecamere che spiano di continuo nelle case, il suo braccio la psicopolizia che interviene al minimo sospetto. Tutto è permesso, non c'è legge scritta. Niente, apparentemente, è proibito. Tranne pensare. Tranne amare, Tranne divertirsi. Insomma: tranne vivere, se non secondo i dettami del Grande Fratello. Dal loro rifugio, in uno scenario desolante, solo Winston Smith e Julia lottano disperatamente per conservare un granello di umanità...";;;Classics;4.20;05/23/2026;;;;;;;;Sx4;3.0.0
7-7-2007;Manzini, Antonio;Sellerio Editore Palermo;2016-07-07;Copertina flessibile;369;Rocco Schiavone;;Italiano;9788838935404;;https://www.amazon.it/dp/8838935408?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41Kgxk4hrEL._SL500_.jpg;"«Lo sai cosa lasciamo di noi? Una matassa ingarbugliata di capelli bianchi da spazzare via da un appartamento vuoto».
Rocco Schiavone è il solito scorbutico, maleducato, sgualcito sbirro che abbiamo conosciuto nei precedenti romanzi che raccontano le sue indagini. Ma in questo è anche, a modo suo, felice. E infatti qui siamo alcuni anni prima, quando la moglie Marina non è ancora diventata il fantasma del rimorso di Rocco: è viva, impegnata nel lavoro e con gli amici, e capace di coinvolgerlo in tutti gli aspetti dell’esistenza. Prima di cadere uccisa. E qui siamo quando tutto è cominciato.
Nel luglio del 2007 Roma è flagellata da acquazzoni tropicali e proprio nei giorni in cui Marina se ne è andata di casa perché ha scoperto i «conti sporchi» di Rocco, al vicequestore capita un caso di bravi ragazzi. Giovanni Ferri, figlio ventenne di un giornalista, ottimo studente di giurisprudenza, è trovato in una cava di marmo, pestato e poi accoltellato. Schiavone comincia a indagare nella vita ordinata e ordinaria dell’assassinato. Giorni dopo il corpo senza vita di un amico di Giovanni è scoperto, in una coincidenza raccapricciante, per strada. Matteo Livolsi, questo il suo nome, è stato finito anche lui in modo violento ma stavolta una strana circostanza consente di agganciarci una pista: non c’è sangue sul cadavere. Adesso, l’animale da fiuto che c’è dentro Rocco Schiavone può mettersi, con la spregiudicatezza e la sete di giustizia di sempre, sulle tracce «del figlio di puttana che ha accoltellato due ventenni alla base del cranio». Ma se fosse la storia di un balordo solitario, sarebbe troppo liscia. Rocco invece ha un appuntamento con il fato tragico, e non sa di averlo. E quell’appuntamento gli lascia in eredità un nemico appostato quasi dieci anni dopo, quando, finito il ricordo, si ritorna al presente e Rocco ha da chiudere definitivamente il caso.
Il ritmo dei noir di Antonio Manzini dà il senso di un meccanismo dai mille ingranaggi che non perde mai un colpo, che gira all’unisono col travaglio esistenziale di un personaggio che resta nella mente, mentre lo sguardo di chi lo muove si posa critico e triste sulla realtà sociale dei tempi che corrono.";;;Trade (local);4.27;05/23/2026;;;;;;;;Sx4;257
Analisi matematica (Vol. 2);Giusti, Enrico;Bollati Boringhieri;1989-05-09;Copertina flessibile;368;;2;Italiano;9788833954417;;https://www.amazon.it/dp/8833954412?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41BDMpYZ4+L._SL500_.jpg;;;;Matematica;0;05/24/2026;;;;;;;;Sx4;MM/DD/YYYY
